image_name,fft_score,is_fft_blurry,fft_kept,exposure_mean,exposure_score,contrast_score,entropy_score,contrast_norm,entropy_norm,raw_score,accepted
0167,0.677631,False,True,0.5694911073630489,0.8610177852739023,0.820835365605413,7.561391830444336,0.24565957486629486,0.5132452249526978,0.595036917018579,True
0168,0.687486,False,True,0.5380107978151419,0.9239784043697161,0.8673546884303787,7.6501569747924805,0.3564414978027344,0.7281733751296997,0.67671305546043,True
0169,0.675149,False,True,0.5309188872763959,0.9381622254472082,0.8647065785909467,7.692070960998535,0.3501352369785309,0.8296602368354797,0.6936511398522438,True
0170,0.64071,False,True,0.5422140029645539,0.9155719940708922,0.8443947228957707,7.663017272949219,0.3017643094062805,0.7593122124671936,0.6516137031888733,True
0171,0.569126,False,True,0.5510599212087198,0.8978801575825603,0.7676994679332853,7.545293807983398,0.11912094801664352,0.474266916513443,0.5259040044225294,True
0172,0.506462,False,True,0.544396438866006,0.9112071222679881,0.7613677669150491,7.540952682495117,0.1040424332022667,0.46375569701194763,0.49838585049644046,True
0173,0.522497,False,True,0.5501849430564221,0.8996301138871559,0.7611210391613804,7.533318519592285,0.10345493257045746,0.44527098536491394,0.49867000636450554,True
0174,0.439055,False,True,0.5551565617811057,0.8896868764377885,0.7648681600635517,7.533426761627197,0.11237835139036179,0.44553306698799133,0.46514165896322834,True
0175,0.630737,False,True,0.5591172415771801,0.8817655168456398,0.7636284232333227,7.523983001708984,0.10942606627941132,0.4226667881011963,0.5350664742452494,True
0176,0.543428,False,True,0.5629249615963504,0.8741500768072992,0.7664292451390958,7.521742820739746,0.11609598994255066,0.4172426164150238,0.49886893663297477,True
0177,0.443159,False,True,0.5652868458144096,0.8694263083711808,0.7643821076509961,7.514644145965576,0.11122094094753265,0.4000544846057892,0.4534039467849006,True
0178,0.363035,True,False,0.563988860526318,0.872022278947364,0.7396675623548067,7.4782257080078125,0.05236521735787392,0.3118740916252136,0.3924663175860903,False
0179,0.392984,True,True,0.5188479227190047,0.9623041545619906,0.7521156023409601,7.526577949523926,0.08200926333665848,0.4289499521255493,0.4518462740048397,True
