image_name,registered,matched_points,matched_norm,inlier_ratio,reprojection_error,reprojection_score,geo_score,accepted
0125,1.0,5198.0,0.32200387120246887,0.4255772064843622,1.1926022553827096,0.0,0.5368952694217077,False
0126,1.0,5946.0,0.0017711056862026453,0.3813249535047778,1.1926022553827096,0.0,0.4457740147977451,False
0127,1.0,5378.0,0.2255207896232605,0.40378406787296345,1.1926022553827096,0.0,0.507326214374056,False
0128,1.0,5146.0,0.34351015090942383,0.3957852638055684,1.1926022553827096,0.0,0.5348238536787481,False
0129,1.0,2129.0,0.26043686270713806,0.3786235105815401,1.1926022553827096,0.0,0.5097650933221696,False
0130,1.0,3154.0,0.23058108985424042,0.4867283950617284,1.1926022553827096,0.0,0.5293273712289922,False
0132,1.0,4993.0,0.47760817408561707,0.5400173047804456,1.1926022553827096,0.0,0.6044063697165156,True
0135,1.0,3824.0,0.3747153580188751,0.4029929391927495,1.1926022553827096,0.0,0.5444270743029062,False
0136,1.0,4993.0,0.3526186943054199,0.3815528045239187,1.1926022553827096,0.0,0.5335428747073346,False
0137,1.0,3865.0,0.5185965895652771,0.4403554745357183,1.1926022553827096,0.0,0.5897380160252488,True
0140,1.0,4824.0,0.004807286895811558,0.4395844723892838,1.1926022553827096,0.0,0.4610979398212738,False
0141,1.0,3276.0,0.0924348458647728,0.3681312507023261,1.1926022553827096,0.0,0.4651415241417747,False
0142,1.0,2982.0,0.38761913776397705,0.47696737044145876,1.1926022553827096,0.0,0.5661466270513589,True
0143,1.0,2830.0,0.4932951033115387,0.48417450812660395,1.1926022553827096,0.0,0.5943674028595356,True
0144,1.0,2180.0,0.10972421616315842,0.48660714285714285,1.1926022553827096,0.0,0.4990828397550753,False
0145,1.0,4994.0,0.17947204411029816,0.3901257714241075,1.1926022553827096,0.0,0.4923994538836014,False
0146,1.0,3829.0,0.5637176632881165,0.47624378109452736,1.1926022553827096,0.0,0.609990361095661,True
0147,1.0,2790.0,0.1145315021276474,0.40045930816707337,1.1926022553827096,0.0,0.47874770257368016,False
0148,1.0,1769.0,0.1922914683818817,0.39628136200716846,1.1926022553827096,0.0,0.4971432075972625,False
0149,1.0,3193.0,0.03719322010874748,0.3213243433631881,1.1926022553827096,0.0,0.43962939086798386,False
0150,1.0,2484.0,0.19499030709266663,0.3838071693448702,1.1926022553827096,0.0,0.49469936910938417,False
0151,1.0,1928.0,0.40187230706214905,0.39044147428108544,1.1926022553827096,0.0,0.5480784453358086,False
0152,1.0,2599.0,0.591549277305603,0.36497682909703694,1.1926022553827096,0.0,0.5891315266006599,True
0154,1.0,2590.0,0.30513620376586914,0.2660776659132936,1.1926022553827096,0.0,0.49280346741979064,False
0155,1.0,1088.0,0.8543476462364197,0.28608992900341834,1.1926022553827096,0.0,0.6351093938099595,True
0156,1.0,2164.0,0.41418570280075073,0.22635983263598328,1.1926022553827096,0.0,0.5101363838591835,False
0157,1.0,3399.0,0.37108880281448364,0.3056654676258993,1.1926022553827096,0.0,0.5191885676100957,False
0158,1.0,2569.0,0.24120771884918213,0.422671931556433,1.1926022553827096,0.0,0.5159699126014038,False
0159,1.0,2859.0,0.10550729185342789,0.4831023994592768,1.1926022553827096,0.0,0.4971524228281762,False
0160,1.0,3541.0,0.06941047310829163,0.43710653005801753,1.1926022553827096,0.0,0.47662925079157725,False
0161,1.0,2738.0,0.17027916014194489,0.5192490043618434,1.1926022553827096,0.0,0.522382041125947,False
0162,1.0,1876.0,0.1848696917295456,0.3735563520509757,1.1926022553827096,0.0,0.4896065109451303,False
0163,1.0,5244.0,0.0312051959335804,0.39619220308250225,1.1926022553827096,0.0,0.45684934975402064,False
0164,1.0,2957.0,0.36864298582077026,0.4991559756920999,1.1926022553827096,0.0,0.5669497403782175,True
0166,1.0,3177.0,0.5323437452316284,0.46010137581462707,1.1926022553827096,0.0,0.5981112802615638,True
0167,1.0,2175.0,0.4410896599292755,0.4682454251883746,1.1926022553827096,0.0,0.5773337712794125,True
