图像,COLMAP图像,后端,接受,原因,注册点数,掩膜内点数,正修正点支撑像素,负修正删除像素,几何修正像素,几何修正像素比例,修正前后IoU,正提示框xyxy,负提示框xyxy
0193.jpg,crop_0193.png,colmap_tracks,1,ok,369,365,1087,0,283,3.411940586419753e-05,0.9999048860666154,"461,1228,1598,1867",
0194.jpg,crop_0194.png,colmap_tracks,1,ok,543,535,1904,0,1097,0.0001322579089506173,0.9996553374158726,"564,1036,1693,3220",
0195.jpg,crop_0195.png,colmap_tracks,1,ok,853,844,1934,0,1397,0.00016842689043209877,0.9995949588174305,"191,828,1933,3125",
0196.jpg,crop_0196.png,colmap_tracks,1,ok,1277,1267,2555,0,1479,0.0001783130787037037,0.9994598349483501,"0,817,1823,3015",
0197.jpg,crop_0197.png,colmap_tracks,1,ok,2964,2940,5781,0,3536,0.00042631172839506173,0.9983963842455637,"0,1039,1722,2943",
0198.jpg,crop_0198.png,colmap_tracks,1,ok,3495,3471,5729,0,3893,0.00046935281635802467,0.9980904441765169,"23,1015,1643,2933",
0199.jpg,crop_0199.png,colmap_tracks,1,ok,3383,3364,4376,0,2862,0.00034505208333333333,0.9986200019672928,"0,982,1641,2805",
0200.jpg,crop_0200.png,colmap_tracks,1,ok,2721,2708,2725,0,1919,0.00023136091820987655,0.9990965075000706,"88,986,1599,2865",
0201.jpg,crop_0201.png,colmap_tracks,1,ok,1725,1714,2878,0,1803,0.0002173755787037037,0.9991589206194599,"20,1377,1377,3026",
0202.jpg,crop_0202.png,colmap_tracks,1,ok,1012,1005,2033,0,1764,0.0002126736111111111,0.9991848526773708,"0,1373,1253,2882",
0203.jpg,crop_0203.png,colmap_tracks,1,ok,660,640,4710,0,2289,0.00027596932870370373,0.9986714484462216,"686,994,1525,2977",
0204.jpg,crop_0204.png,colmap_tracks,1,ok,894,863,6860,0,1821,0.0002195457175925926,0.9987944349368916,"685,953,1907,2870",
0205.jpg,crop_0205.png,colmap_tracks,1,ok,1158,1114,9017,0,3318,0.0004000289351851852,0.9976676261875389,"504,946,1809,2853",
0206.jpg,crop_0206.png,colmap_tracks,1,ok,2458,2410,11621,0,4825,0.0005817177854938271,0.9965083596744126,"390,956,1727,2833",
0207.jpg,crop_0207.png,colmap_tracks,1,ok,2248,2201,10481,0,4711,0.0005679735725308642,0.9965732399939481,"294,1030,1642,2882",
