method,sample,frame_id,frame,mask_path,gt_path,precision,recall,f1,miou,iou_fg,hd95_px,boundary_f1,area_ratio,component_count,temporal_iou,outside_nonblack_ratio,leakage_energy
SAM2_oracle_box,ChangShouHua2,0000,ChangShouHua2_0000,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/SAM2_oracle_box/mask_ChangShouHua2_0000.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_ChangShouHua2_0000.png,0.9910138037889992,0.9602475376067929,0.9753881190942967,0.9630211093630342,0.9519586267456752,259.7603759765625,0.4225525161986672,0.3423755787037037,2,,0.0047578003856728664,0.00307665412808642
SAM2_oracle_box,ChangShouHua2,0025,ChangShouHua2_0025,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/SAM2_oracle_box/mask_ChangShouHua2_0025.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_ChangShouHua2_0025.png,0.9917163886783618,0.8993328301886793,0.9432679992421872,0.9297925367941872,0.8926274576389687,308.3382873535156,0.19654499526518915,0.2172976948302469,1,0.49315429799952265,0.002367248569027573,0.0018000096450617284
SAM2_oracle_box,ChangShouHua2,0050,ChangShouHua2_0050,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/SAM2_oracle_box/mask_ChangShouHua2_0050.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_ChangShouHua2_0050.png,0.9886455829492405,0.962358351386588,0.975324874100323,0.9700086514732933,0.9518381479632152,159.804443359375,0.3803159032136021,0.19155201099537036,1,0.5002623452693795,0.00270781748709734,0.0021749614197530865
SAM2_oracle_box,ChangShouHua2,0075,ChangShouHua2_0075,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/SAM2_oracle_box/mask_ChangShouHua2_0075.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_ChangShouHua2_0075.png,0.987187479422735,0.8270279327304786,0.9000382367553686,0.8824921786301281,0.8182450216273566,360.98529052734375,0.14947593596418768,0.19591206114969137,2,0.36061032635271156,0.0032762945454888792,0.002510127314814815
SAM2_oracle_box,ChangShouHua2,0100,ChangShouHua2_0100,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/SAM2_oracle_box/mask_ChangShouHua2_0100.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_ChangShouHua2_0100.png,0.0017064505162679394,0.0005675534566259464,0.0008518031635947313,0.28295426337611845,0.00042608305124286705,648.140380859375,0.00019294720255415922,0.10852068865740741,9,0.16140434474444695,0.16080358665558825,0.10833550347222222
SAM2_oracle_box,CaoMei1,0000,CaoMei1_0000,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/SAM2_oracle_box/mask_CaoMei1_0000.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_CaoMei1_0000.png,0.9957430019886706,0.8640794548306968,0.9252507594529139,0.9186444144249983,0.8608991981998777,99.43862915039062,0.3595224214761837,0.1280401234567901,2,,0.0006394118711954923,0.000545066550925926
SAM2_oracle_box,CaoMei1,0025,CaoMei1_0025,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/SAM2_oracle_box/mask_CaoMei1_0025.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_CaoMei1_0025.png,0.9947555291571771,0.8887363194505472,0.9387620853148251,0.9328228462204269,0.8845915438229671,253.0749969482422,0.2265251954886732,0.12747202932098767,2,0.42848669328638483,0.0007797813180990267,0.0006685233410493827
SAM2_oracle_box,CaoMei1,0050,CaoMei1_0050,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/SAM2_oracle_box/mask_CaoMei1_0050.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_CaoMei1_0050.png,0.9922172738334624,0.9379115440754126,0.9643004412189188,0.9623579038792787,0.9310619407367593,71.625,0.41037004801827964,0.07956247588734568,1,0.5700504690328597,0.000676121573925719,0.000619212962962963
SAM2_oracle_box,CaoMei1,0075,CaoMei1_0075,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/SAM2_oracle_box/mask_CaoMei1_0075.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_CaoMei1_0075.png,0.9934282027977805,0.9316701695072857,0.9615585732231421,0.958822885324695,0.9259632256849124,212.9968719482422,0.3481467585583211,0.09484652295524691,2,0.08088855016587465,0.0006934424886027965,0.0006233121141975309
SAM2_oracle_box,CaoMei1,0100,CaoMei1_0100,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/SAM2_oracle_box/mask_CaoMei1_0100.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_CaoMei1_0100.png,0.9940578517419074,0.9030413216644693,0.9463662509916286,0.9416338964731295,0.8981928036021078,308.94732666015625,0.41492891045829816,0.11705017843364197,1,0.07682759237599722,0.0007984015914334513,0.0006955295138888889
