图像,重提示分数,IoU下降,面积变化,SSIM下降,边界变化,是否标记,几何分数,几何标记,最终重提示标记
0180.jpg,0.27030124981533,0.4001252465206704,0.27608193573048834,0.21007838746148277,0.058115551567350404,0,0.26311263972484955,low,1
0181.jpg,0.24446011930145403,0.33033617836613827,0.12160260743693745,0.22634611857485454,0.2790351691357177,0,0.7610726122326001,ok,0
0182.jpg,0.09478996311555749,0.07913663201066745,0.006836316316497037,0.2126972290791378,0.08139170375276784,0,0.9218172863826644,ok,0
0183.jpg,0.12231750101401113,0.11890398080551778,0.08256868754935442,0.23029041598236555,0.016575545660999436,0,0.9456975772765246,ok,0
0184.jpg,0.12083721147904398,0.10008478689612377,0.08649067756073932,0.2120545112133403,0.07447492581253845,0,0.9510680837630222,ok,0
0185.jpg,0.08792110162149833,0.06347033624981391,0.01722918645183752,0.19750470808953013,0.080153401991477,0,0.9340419474233653,ok,0
0186.jpg,0.08954963552406837,0.0738382258336655,0.025011045333079726,0.1952142791210767,0.05766616912497565,0,0.926409081856204,ok,0
0187.jpg,0.1080804208832483,0.09735513385875483,0.04334729299453109,0.20502879494590964,0.07941401365049289,0,0.9330027325169518,ok,0
0188.jpg,0.08714305241067304,0.06710854127608323,0.007717802155575293,0.1899382958170397,0.09494025647260107,0,0.9326334208223972,ok,0
0189.jpg,0.1234247603568014,0.17230240073745884,0.043545123552362196,0.19966165675912073,0.015448166805467277,0,0.9132569558101473,ok,0
0190.jpg,0.14719275775677854,0.22985019550776542,0.060862236425282115,0.19083147072601025,0.025478416941583683,0,0.9310344827586207,ok,0
0191.jpg,0.1272372460070909,0.21636102554848302,0.021274806649234725,0.17999613406647785,0.007954345907958313,0,0.9125446200917899,ok,0
0192.jpg,0.17773205427107375,0.3439224331211217,0.03128365476134798,0.1866320598431339,0.01920182685040453,0,0.9218790552815987,ok,0
0193.jpg,0.18275895647705404,0.3277700378005308,0.0637613234487282,0.1972017369039395,0.018657854391342155,0,0.9357560025957171,ok,0
0194.jpg,0.14400974682717801,0.2257290107993002,0.019092210368562897,0.20059031328653454,0.06722641422432393,0,0.9286378428637843,ok,0
0195.jpg,0.0971177836195516,0.120436508264953,0.006909822340737634,0.2068425248958028,0.010179459451219623,0,0.959409594095941,ok,0
0196.jpg,0.21031422490847274,0.12589417259380487,0.06553865310101332,0.21525054319673564,0.6403597695080253,0,0.9495256166982923,ok,0
0197.jpg,0.10789628258131793,0.08874024688394344,0.02580689599033183,0.20983328214225982,0.11951434425859876,0,0.939916301315265,ok,0
0198.jpg,0.11569884791522873,0.13169765765346408,0.03937778674779106,0.21456768275849136,0.040788669066304725,0,0.9050179211469535,ok,0
0199.jpg,0.1334309961936321,0.16461184500809334,0.026658423311032194,0.208625141273322,0.11330639529807263,0,0.9134037367993502,ok,0
0200.jpg,0.10431402446103576,0.11691237926744569,0.01653267523432749,0.2003684525440237,0.06112939848561314,0,0.9341661039837947,ok,0
0201.jpg,0.11267550636288987,0.11077930625249455,0.05183922853500785,0.22210330368298603,0.03611410746678867,0,0.924279363258282,ok,0
0202.jpg,0.15021919503914144,0.18395481807393677,0.0022065035277053276,0.22004258674166366,0.20181824097280876,0,0.8291624958291625,ok,0
0203.jpg,0.20879343664363448,0.2845935393235305,0.005286002229871738,0.20458034895878852,0.3781274005548917,0,0.6753731343283582,low,1
0204.jpg,0.25368862862482444,0.3424482846147593,0.08728305108756822,0.19888866634515023,0.41525866434319414,0,0.8270787343635025,ok,0
